run_idx,block,policy,load_profile,load_intensity,load_injector,load_worker_processes,burst_cycle_frame,tier,latency_ms,pressure,cpu_pct,mem_pct,cpu_temp,gpu_util_pct,gpu_mem_frac,gpu_temp,gpu_clock_mhz,accelerator_source,policy_ms,inference_ms,preprocess_ms,postprocess_ms,end_to_end_ms,backend,execution_providers,coreml_provider_options,simulated,n_detections,vru_detected,frame,tdp_energy_estimate_j,tdp_watts,tdp_label,energy_profile_estimate_low_j,energy_profile_estimate_j,energy_profile_estimate_high_j,energy_profile_power_w,energy_profile_name,energy_profile_source,energy_profile_is_measured
0,0,adaptive,light,0.25,process_steady_v3,7,,MEDIUM,454.278,0.286,24.0,42.4,,,,,,none,0.259,416.554,34.432,3.264,3004.66,onnx,CPUExecutionProvider,{},False,9,True,006201.png,,,,84.130483,84.130483,84.130483,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
1,0,adaptive,light,0.25,process_steady_v3,7,,MEDIUM,415.836,0.641,70.8,44.0,,,,,,none,0.012,408.897,4.941,1.978,416.278,onnx,CPUExecutionProvider,{},False,6,True,007377.png,,,,11.655776,11.655776,11.655776,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
2,0,adaptive,light,0.25,process_steady_v3,7,,SMALL,97.065,0.6455,71.4,44.0,,,,,,none,11.554,91.538,3.233,2.275,108.829,onnx,CPUExecutionProvider,{},False,6,False,006587.png,,,,3.047209,3.047209,3.047209,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
3,0,adaptive,light,0.25,process_steady_v3,7,,SMALL,85.134,0.7418,84.2,44.1,,,,,,none,0.189,80.972,2.839,1.306,85.508,onnx,CPUExecutionProvider,{},False,2,False,006905.png,,,,2.394227,2.394227,2.394227,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
4,0,adaptive,light,0.25,process_steady_v3,7,,SMALL,84.331,0.7222,81.6,44.1,,,,,,none,0.153,78.72,3.822,1.768,84.688,onnx,CPUExecutionProvider,{},False,2,False,007244.png,,,,2.37127,2.37127,2.37127,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
5,0,adaptive,light,0.25,process_steady_v3,7,,SMALL,86.65,0.7043,79.2,44.1,,,,,,none,0.162,80.856,3.666,2.109,86.965,onnx,CPUExecutionProvider,{},False,5,False,007031.png,,,,2.435031,2.435031,2.435031,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
6,0,adaptive,light,0.25,process_steady_v3,7,,SMALL,75.277,0.753,85.7,44.1,,,,,,none,0.17,69.629,3.853,1.775,75.651,onnx,CPUExecutionProvider,{},False,2,False,006369.png,,,,2.118236,2.118236,2.118236,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
7,0,adaptive,light,0.25,process_steady_v3,7,,SMALL,78.599,0.7193,81.2,44.1,,,,,,none,0.153,73.398,3.536,1.645,78.955,onnx,CPUExecutionProvider,{},False,3,False,006254.png,,,,2.210748,2.210748,2.210748,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
8,0,adaptive,light,0.25,process_steady_v3,7,,SMALL,82.168,0.5925,64.3,44.1,,,,,,none,0.128,77.58,2.382,2.189,82.485,onnx,CPUExecutionProvider,{},False,7,False,006781.png,,,,2.309583,2.309583,2.309583,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
9,0,adaptive,light,0.25,process_steady_v3,7,,SMALL,82.325,0.657,72.9,44.1,,,,,,none,0.173,77.431,3.867,1.009,82.666,onnx,CPUExecutionProvider,{},False,3,False,006840.png,,,,2.314654,2.314654,2.314654,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
